"신규진입 키워드","키워드","카테고리","브랜드 키워드","쇼핑성 키워드","경쟁률","최근 1개월 검색량","예상 1개월 검색량","예상1개월 검색량 상승률","최근 3개월 검색량","예상 3개월 검색량","예상3개월 검색량 상승률","작년 검색량","작년 최대검색 월","작년최대 검색월 검색량","계절성","계절성 월","네이버 상품수","네이버 해외 상품수","네이버 평균가","네이버 경쟁강도","네이버 일반배송비율","네이버 해외배송비율","네이버 묶음상품비율","쿠팡 평균가","쿠팡 총리뷰수","쿠팡 최대리뷰수","쿠팡 평균리뷰수","쿠팡 로켓배송비율","쿠팡 판매자로켓 배송비율","쿠팡 일반배송비율","쿠팡 해외배송비율","쿠팡 해외배송 총리뷰수","쿠팡 해외배송 최대리뷰수","쿠팡 해외배송 평균리뷰수"
"X","하프코트","패션의류>여성의류>코트","X","O","152.23","4330","16718","2.861","7469","66241","7.8688","156826","11","41665","있음","1,11,12","659153","192972","163098","높음","0.975","0.025","0.85","52918","316","93","11","0","0.2963","0.1852","0.5185","107","65","8"
"X","리스트코트","패션의류>여성의류>코트","O","O","6.68","2590","7854","2.0324","4979","36382","6.3071","113557","12","26753","있음","1,2,11,12","17308","4011","80573","높음","1","0","1","108740","15","10","0","0","0.0625","0.875","0.0625","0","0","0"
"X","지고트코트","패션의류>여성의류>코트","O","O","3.7","2600","6763","1.6012","5635","39223","5.9606","64619","12","16593","있음","1,11,12","9627","26","303655","높음","1","0","0.975","241704","63","42","2","0","0","0.8148","0.1852","21","21","4"
"X","스튜디오톰보이코트","패션의류>여성의류>코트","O","O","3.94","3540","8623","1.4359","6410","26405","3.1193","70675","11","16803","있음","1,11,12","13952","646","253987","높음","1","0","0.85","216495","0","0","0","0","0","0.7778","0.2222","0","0","0"
"X","나이스클랍코트","패션의류>여성의류>코트","O","O","3.47","1810","5314","1.9359","3672","21512","4.8584","51761","1","11046","있음","1,2,11,12","6274","21","125690","높음","1","0","0.95","160371","0","0","0","0.1481","0","0.2963","0.5556","0","0","0"
"X","막스마라레지나","패션의류>여성의류>코트","O","O","0.4","4750","6943","0.4617","7684","20178","1.626","48779","12","9949","있음","1,9,10,11,12","1904","211","974048","높음","0.875","0.125","0.65","733194","2","1","0","1","0","-0.0833","0.0833","0","0","0"
"X","온앤온코트","패션의류>여성의류>코트","O","O","1.02","3090","9137","1.957","7167","58994","7.2313","128768","12","37609","있음","1,11,12","3159","22","231323","높음","1","0","0.875","252888","209","85","6","0.0588","0.1176","0.6471","0.1765","50","34","8"
"X","떡볶이코트","패션의류>여성의류>코트","X","O","11","5470","14746","1.6958","10137","60941","5.0117","182092","11","48587","있음","1,11,12","60145","34641","231198","높음","0.8","0.2","0.525","47524","202","52","6","0.0313","0.2188","0.2813","0.4688","18","10","1"
"X","막스마라마담","패션의류>여성의류>코트","O","O","0.65","7590","9916","0.3065","17239","41444","1.4041","87869","12","17868","있음","1,10,11,12","4950","2116","2714992","높음","0.725","0.275","0.65","1219583","0","0","0","1","0","0","0","0","0","0"
"X","베네통코트","패션의류>여성의류>코트","O","O","6.82","1420","3530","1.4859","2691","15734","4.8469","60448","1","13326","있음","1,2,11,12","9678","44","208088","높음","1","0","0.825","283528","22","18","0","0.0345","0","0.7931","0.1724","1","1","0"
"X","케이프","패션의류>여성의류>코트","X","X","13.89","45390","65633","0.446","132648","184797","0.3931","193780","11","23509","없음","없음","630549","215995","299489","높음","0.875","0.125","0.85","14238","2175","519","80","0.1852","0.3333","0.3333","0.1481","43","31","11"
"X","숏코트","패션의류>여성의류>코트","X","O","260.75","2600","7781","1.9927","4535","22860","4.0408","85799","11","18896","있음","1,2,3,10,11,12","677954","329333","137365","높음","0.9","0.1","0.925","58187","293","116","10","0.037","0.2963","0.1111","0.5556","56","18","4"
"X","쉬즈미스트렌치코트","패션의류>여성의류>코트","O","O","3.11","1330","1139","-0.1436","2055","1445","-0.2968","13998","3","4671","있음","3","4136","3","87860","높음","1","0","0.9","77370","22","7","0","0","0.0741","0.8889","0.037","0","0","0"
"X","롱코트","패션의류>여성의류>코트","X","O","266.1","3770","9870","1.618","7332","51052","5.9629","117333","12","29910","있음","1,11,12","1003185","404207","323272","높음","0.9","0.1","0.825","64826","1307","353","48","0","0.3704","0.2222","0.4074","56","39","5"
"X","로보무스탕","패션의류>여성의류>코트","O","O","0.38","2810","5738","1.042","8253","56471","5.8425","58019","12","18939","있음","1,12","1070","8","923835","높음","1","0","0.425","864752","3","1","0","0","0","0.963","0.037","0","0","0"
"X","보브코트","패션의류>여성의류>코트","O","O","3.02","1640","4344","1.6488","3649","23056","5.3184","53324","12","12375","있음","1,2,11,12","4945","138","277611","높음","1","0","0.875","370144","47","22","1","0.0571","0","0.8857","0.0571","36","22","18"
"X","버버리코트","패션의류>여성의류>코트","O","O","9.2","7580","12070","0.5923","14545","35476","1.4391","119909","11","17828","없음","없음","69706","35309","949135","높음","0.075","0.925","0","2040111","0","0","0","1","0","0","0","0","0","0"
"X","하프트렌치","패션의류>여성의류>코트","X","O","109.03","1480","757","-0.4885","1966","719","-0.6343","12308","3","4535","있음","3","161363","53772","163186","높음","0.95","0.05","0.7","61914","168","40","6","0.1538","0.1923","0.0769","0.5769","64","22","4"
"X","제시뉴욕코트","패션의류>여성의류>코트","O","O","6.5","560","1091","0.9482","1047","4261","3.0697","14060","1","3322","있음","1,2,11,12","3639","0","192380","높음","1","0","0.6","184030","2","1","0","0","0","0.5152","0.4848","0","0","0"
"X","밍크코트","패션의류>여성의류>코트","X","O","29.55","5720","9225","0.6128","12169","69126","4.6805","142505","12","47649","있음","1,12","169017","97851","1460389","높음","0.975","0.025","0.45","205780","460","151","14","0","0.0645","0.4516","0.4839","239","56","16"
"X","에고이스트코트","패션의류>여성의류>코트","O","O","2.81","1050","3071","1.9248","2112","10813","4.1198","37926","11","8620","있음","1,2,11,12","2952","13","229777","높음","1","0","0.625","321641","2","1","0","0.0333","0","0.9","0.0667","0","0","0"
"X","알파카코트","패션의류>여성의류>코트","X","O","17.37","2090","6632","2.1732","3653","38531","9.5478","64346","12","21751","있음","1,11,12","36302","9763","567924","높음","0.8","0.2","0.5","245885","39","13","1","0","0.0333","0.8","0.1667","13","9","3"
"X","겨울코트","패션의류>여성의류>코트","X","O","217.47","6870","14367","1.0913","11703","50039","3.2757","86985","12","21792","있음","1,11,12","1494038","809088","376043","높음","0.925","0.075","0.725","52852","510","148","18","0.1481","0.3333","0.1111","0.4074","56","28","5"
"X","지고트트렌치코트","패션의류>여성의류>코트","O","O","3.49","970","608","-0.3732","1515","760","-0.4983","9337","3","2981","있음","2,3","3385","2","167840","높음","1","0","0.875","79284","0","0","0","0","0","0.2222","0.7778","0","0","0"
"X","리스트트렌치코트","패션의류>여성의류>코트","O","O","4.23","1360","962","-0.2926","2013","1155","-0.4262","19307","3","7742","있음","3","5754","754","70139","높음","1","0","0.925","75500","36","15","1","0","0.0741","0.8889","0.037","5","5","5"
"X","시스티나코트","패션의류>여성의류>코트","O","O","3.27","1290","3547","1.7496","2238","16173","6.2265","30888","11","7105","있음","1,2,11,12","4224","11","79941","높음","1","0","1","114392","54","34","2","0.0741","0","0.8519","0.0741","40","34","20"
"X","겨울코트여성","패션의류>여성의류>코트","X","X","562.55","1720","0","","2407","0","","59","12","30","있음","11,12","967578","515453","384385","중간","0.975","0.025","0.725","61337","825","148","22","0.0833","0.3889","0.1389","0.3889","93","65","7"
"X","여성겨울코트","패션의류>여성의류>코트","X","O","945.85","1030","2503","1.4301","1878","9207","3.9026","56485","11","15445","있음","11,12","974222","520611","381651","높음","0.975","0.025","0.725","50255","1203","268","44","0","0.2222","0.1481","0.6296","551","268","32"
"X","쉬즈미스","패션의류>여성의류>코트","O","O","2.67","77900","88792","0.1398","212165","258738","0.2195","1030506","3","104483","없음","없음","208099","310","59818","높음","1","0","0.95","38441","23","3","0","0","0","1","0","0","0","0"
"X","울코트","패션의류>여성의류>코트","X","O","306.94","2470","7613","2.0822","4221","27871","5.6029","69769","11","16758","있음","1,11,12","758133","288614","336375","높음","0.95","0.05","0.775","105656","895","353","33","0","0.2593","0.4815","0.2593","7","5","1"
"X","가을코트","패션의류>여성의류>코트","X","X","167.81","6990","7775","0.1123","9887","8038","-0.187","15640","10","6337","있음","9,10","1173025","585499","214226","높음","0.875","0.125","0.575","186861","464","103","17","0.1852","0.2593","0","0.5556","161","43","11"
"X","주크코트","패션의류>여성의류>코트","O","O","4.83","1070","3313","2.0963","2335","16244","5.9567","34584","12","8356","있음","1,11,12","5168","100","239459","높음","1","0","1","149974","350","148","12","0.0741","0.1852","0.5926","0.1481","70","34","18"
"X","버버리케이프","패션의류>여성의류>코트","O","O","2.34","3170","3789","0.1953","5708","8733","0.53","43539","10","7064","없음","없음","7427","3159","1224592","높음","0.275","0.725","0","1776055","0","0","0","1","0","0","0","0","0","0"
"X","지컷코트","패션의류>여성의류>코트","O","O","2.94","1080","2917","1.7009","2170","15968","6.3585","37061","1","9649","있음","1,2,11,12","3180","30","283621","높음","1","0","0.725","274099","42","32","1","0.0294","0","0.5882","0.3824","0","0","0"
"X","막스마라","패션의류>여성의류>코트","O","O","21.39","44020","70053","0.5914","98696","250043","1.5335","576667","11","94561","없음","없음","941569","617172","1681083","높음","0.85","0.15","0.675","1270896","1","1","0","1","0","-0.2069","0.2069","0","0","0"
"X","듀엘","패션의류>여성의류>코트","O","O","3.74","30840","35903","0.1642","79981","98243","0.2283","473785","3","48949","없음","없음","115203","2428","181988","높음","1","0","1","122684","1054","1010","32","0.0313","0","0.9375","0.0313","42","42","42"
"X","올리브데올리브코트","패션의류>여성의류>코트","O","O","3.65","1440","4615","2.2049","2778","18781","5.7606","53936","11","12398","있음","1,2,11,12","5251","11","145828","높음","1","0","0.95","132331","12","4","0","0.7037","0","0.2963","0","0","0","0"
"X","씨씨콜렉트코트","패션의류>여성의류>코트","O","O","4.89","1480","3942","1.6635","4175","26930","5.4503","43595","1","10495","있음","1,2,11,12","7235","22","179808","높음","1","0","0.875","180166","0","0","0","0.2333","0","0.7667","0","0","0","0"
"X","숏트렌치","패션의류>여성의류>코트","X","O","53.58","1970","936","-0.5249","2704","862","-0.6812","16626","3","5713","있음","3,4","105550","43136","94027","높음","0.95","0.05","0.925","32724","150","87","5","0.0741","0.2963","0.0741","0.5556","8","3","1"
"X","쥬크코트","패션의류>여성의류>코트","O","O","4.17","1240","3370","1.7177","3115","20482","5.5753","42528","12","10312","있음","1,2,11,12","5172","100","238096","높음","1","0","1","247384","30","10","1","0.0741","0.1111","0.7778","0.037","0","0","0"
"X","후드코트","패션의류>여성의류>코트","X","O","440.12","1760","4696","1.6682","3033","18562","5.12","51002","11","12011","있음","1,2,11,12","774612","368909","440254","높음","0.825","0.175","0.675","77113","585","177","21","0.1481","0.2963","0.1852","0.3704","20","15","2"
"X","마담엘레강스","패션의류>여성의류>코트","O","O","2.7","8710","10998","0.2627","22315","29438","0.3192","153438","3","18185","없음","없음","23486","90","39294","높음","1","0","0.975","61586","105","25","3","0","0","0.963","0.037","25","25","25"
"X","더플코트","패션의류>여성의류>코트","X","O","18.46","2820","7800","1.766","5395","29794","4.5225","82045","11","21487","있음","1,11,12","52051","23845","316908","높음","0.825","0.175","0.65","96238","105","52","3","0.1481","0.1111","0.5556","0.1852","0","0","0"
"X","트랜치코트","패션의류>여성의류>코트","X","X","304.74","2790","2887","0.0348","4322","4423","0.0234","18352","3","4640","있음","3,10","850214","336859","154691","높음","0.925","0.075","0.825","41108","793","198","29","0.1852","0.3333","0.0741","0.4074","158","93","14"
"X","여자코트","패션의류>여성의류>코트","X","X","3120.99","1440","3742","1.5986","2534","14315","4.6492","61111","11","13612","있음","1,2,11,12","4494224","2011996","279344","높음","0.9","0.1","0.75","35504","1151","248","42","0.1481","0.1481","0.1481","0.5556","484","248","32"
"X","여성롱코트","패션의류>여성의류>코트","X","X","820.86","940","4060","3.3191","1395","26503","17.9986","52803","12","15994","있음","1,11,12","771608","307821","431009","높음","0.85","0.15","0.7","60198","959","298","35","0.1111","0.4444","0.1852","0.2593","34","17","5"
"X","여성하프트렌치코트","패션의류>여성의류>코트","X","X","214.88","490","740","0.5102","494","748","0.5142","4402","3","2293","있음","3","105292","35409","178065","높음","0.975","0.025","0.65","44255","85","15","3","0","0.2593","0","0.7407","42","15","2"
"X","럭키슈에뜨코트","패션의류>여성의류>코트","O","O","1.65","1130","2566","1.2708","2018","12087","4.9896","21512","12","5604","있음","1,11,12","1870","4","483925","높음","1","0","0.85","646264","0","0","0","0","0","0.9286","0.0714","0","0","0"
"X","써스데이아일랜드코트","패션의류>여성의류>코트","O","O","2.92","1100","1498","0.3618","1880","8959","3.7654","37515","1","10219","있음","1,11,12","3208","0","165818","높음","1","0","0.725","165547","0","0","0","0","0","0.9355","0.0645","0","0","0"
"X","롱트렌치코트","패션의류>여성의류>코트","X","X","115.55","1730","1775","0.026","2367","2077","-0.1225","9672","3","3629","있음","3","199902","91089","286136","높음","0.775","0.225","0.725","44554","140","42","5","0.037","0.1852","0.0741","0.7037","41","16","2"
"X","맥코트","패션의류>여성의류>코트","X","O","15.41","2560","4366","0.7055","4388","12693","1.8927","65512","3","13345","있음","1,2,3,10,11,12","39448","5345","170278","높음","1","0","1","133141","71","56","2","0.1852","0","0.7037","0.1111","0","0","0"
"X","무스탕","패션의류>여성의류>코트","X","X","19.23","16570","42819","1.5841","36391","158057","3.3433","555229","12","162461","있음","1,11,12","318622","116599","200645","높음","0.9","0.1","0.775","79697","1182","284","43","0.037","0.2593","0.5185","0.1852","111","101","22"
"X","여성캐시미어코트","패션의류>여성의류>코트","X","X","420.95","510","1549","2.0373","790","12319","14.5937","29437","12","8463","있음","1,11,12","214685","102484","804700","높음","1","0","0.825","113360","452","148","16","0.1111","0.1111","0.4815","0.2963","47","34","6"
"X","cc콜렉트코트","패션의류>여성의류>코트","O","O","7.09","1020","3108","2.0471","2803","19708","6.031","31507","12","7016","있음","1,2,11,12","7234","22","180944","높음","1","0","0.875","181196","0","0","0","0.2","0","0.8","0","0","0","0"
"X","올리비아로렌코트","패션의류>여성의류>코트","O","O","41.89","630","1722","1.7333","811","7153","7.82","30029","1","6463","있음","1,2,3,11,12","26389","10","73487","높음","1","0","0.975","194139","33","6","1","0","0","0.9677","0.0323","0","0","0"
"X","싱글트렌치코트","패션의류>여성의류>코트","O","O","58.34","1030","646","-0.3728","1370","778","-0.4321","9269","3","3926","있음","3","60088","20354","174740","높음","0.925","0.075","0.725","49240","186","96","6","0.1481","0.0741","0.1481","0.6296","29","10","2"
"X","막스마라마누엘라","패션의류>여성의류>코트","O","O","1.4","2170","3368","0.5521","4612","16023","2.4742","58583","12","13421","있음","1,11,12","3047","1520","2465622","높음","0.65","0.35","0.8","928194","3","1","0","1","0","-0.0278","0.0278","0","0","0"
"X","로엠코트","패션의류>여성의류>코트","O","O","2.56","1190","3691","2.1017","1801","17371","8.6452","44530","11","10758","있음","1,2,11,12","3046","554","102771","높음","1","0","0.95","101494","30","6","0","0.1389","0","0.7222","0.1389","0","0","0"
"X","자라트렌치코트","패션의류>여성의류>코트","O","O","2.48","1940","1210","-0.3763","2768","1922","-0.3056","13417","3","4282","있음","3,10","4808","3493","88747","높음","0.15","0.85","0.675","50536","82","62","3","0","0.037","0.1111","0.8519","80","62","3"
"X","아이잗바바코트","패션의류>여성의류>코트","O","O","4.85","910","2432","1.6725","1546","11710","6.5744","31406","1","7618","있음","1,2,11,12","4410","15","567147","높음","1","0","0.825","799184","34","34","1","0.1481","0","0.5556","0.2963","34","34","4"
"X","하이넥코트","패션의류>여성의류>코트","X","O","93.18","920","3678","2.9978","1613","29278","17.1513","25320","12","10284","있음","11,12","85726","27630","229418","높음","1","0","0.85","186560","57","27","2","0.037","0","0.4074","0.5556","22","12","1"
"X","빈폴레이디스코트","패션의류>여성의류>코트","O","O","5.42","990","2287","1.3101","1810","10198","4.6343","25687","1","7382","있음","1,11,12","5365","29","407394","높음","1","0","1","351471","2","1","0","0","0","0.9688","0.0313","0","0","0"
"X","캐시미어롱코트","패션의류>여성의류>코트","X","O","100.91","800","2413","2.0162","1411","15733","10.1502","18639","12","6431","있음","11,12","80729","33821","765663","높음","1","0","0.8","119788","785","353","29","0","0.0741","0.5185","0.4074","118","112","11"
"X","발렌시아코트","패션의류>여성의류>코트","O","O","2.31","510","1025","1.0098","1120","5747","4.1312","19162","1","4358","있음","1,2,11,12","1178","22","409642","높음","1","0","0.65","125039","10","10","0","0","0","0.1852","0.8148","0","0","0"
"X","여성가을코트","패션의류>여성의류>코트","X","X","976.8","850","959","0.1282","945","970","0.0265","4755","10","3174","있음","10","830276","409357","213147","높음","0.85","0.15","0.55","35241","960","248","35","0","0.3333","0","0.6667","535","248","30"
"X","톰보이트렌치코트","패션의류>여성의류>코트","X","O","1.37","1150","844","-0.2661","2042","1092","-0.4652","19236","3","6788","있음","2,3","1581","300","231884","높음","1","0","0.45","138674","297","105","11","0.037","0.1852","0.7037","0.0741","0","0","0"
"X","막스마라테디베어","패션의류>여성의류>코트","O","O","0.83","2670","6206","1.3243","5249","35508","5.7647","61199","12","21313","있음","1,11,12","2224","1306","2545696","높음","0.325","0.675","0.75","898638","0","0","0","1","0","0","0","0","0","0"
"X","숄카라코트","패션의류>여성의류>코트","X","O","29.04","610","2057","2.3721","1098","10766","8.8051","13029","11","3409","있음","1,11,12","17716","5555","246912","높음","0.975","0.025","0.75","113440","16","8","0","0","0.0741","0.7037","0.2222","0","0","0"
"X","헤지스트렌치코트","패션의류>여성의류>코트","O","O","0.98","1280","1098","-0.1422","1853","1305","-0.2957","17394","3","5616","있음","3,10","1251","10","264745","높음","1","0","0.725","251445","21","6","0","0.1852","0.037","0.7407","0.037","0","0","0"
"X","soup코트","패션의류>여성의류>코트","O","O","14.96","870","3324","2.8207","1329","14136","9.6366","30718","11","7432","있음","1,2,11,12","13017","1274","68907","높음","1","0","0.875","93294","31","12","1","0.1481","0.037","0.7037","0.1111","12","12","4"
"X","막스마라루드밀라","패션의류>여성의류>코트","O","O","1.14","2300","4012","0.7443","5832","17688","2.0329","34458","11","8621","있음","1,10,11,12","2625","854","4005710","높음","0.775","0.225","0.725","1910416","0","0","0","1","0","0","0","0","0","0"
"X","핸드메이드숏코트","패션의류>여성의류>코트","X","O","27.49","720","3273","3.5458","995","8208","7.2492","38124","11","11210","있음","2,11","19790","7125","125961","높음","1","0","0.7","105435","94","65","3","0.1111","0.037","0.5556","0.2963","71","65","9"
"X","숲트렌치코트","패션의류>여성의류>코트","O","O","8.44","510","403","-0.2098","815","544","-0.3325","6670","3","2624","있음","3","4306","46","70401","중간","1","0","0.725","81874","42","10","1","0.1111","0.0741","0.6667","0.1481","10","9","3"
"X","막스마라트렌치코트","패션의류>여성의류>코트","O","O","10.16","1170","919","-0.2145","2161","1280","-0.4077","11449","3","4211","있음","3","11886","6883","1049821","높음","0.65","0.35","0.7","1333250","1","1","0","1","0","-0.1111","0.1111","0","0","0"
"X","잇미샤트렌치코트","패션의류>여성의류>코트","O","O","1.54","1030","606","-0.4117","1400","761","-0.4564","10698","3","3834","있음","3","1582","388","176719","중간","1","0","0.425","165691","193","93","5","0","0.0606","0.5152","0.4242","131","93","9"
"X","sjyp코트","패션의류>여성의류>코트","O","O","0.74","410","1342","2.2732","627","12116","18.3238","2781","12","889","있음","1,11,12","302","1","121775","중간","1","0","0.9","159626","100","16","3","0.1852","0.1111","0.2222","0.4815","61","16","5"
"X","여성하프코트","패션의류>여성의류>코트","X","X","1027.7","460","3186","5.9261","645","16048","23.8806","47605","11","12280","있음","1,2,11,12","472741","140024","258590","높음","0.95","0.05","0.8","60731","1043","503","28","0.2778","0.1389","0.0278","0.5556","194","65","10"
"X","bcbg코트","패션의류>여성의류>코트","O","O","16.69","780","1515","0.9423","1319","7627","4.7824","26844","1","5799","있음","1,2,3,11,12","13016","54","196609","높음","1","0","0.875","159180","43","22","1","0","0","0.6154","0.3846","39","22","4"
"X","니트코트","패션의류>여성의류>코트","X","X","425.27","870","1947","1.2379","1231","5087","3.1324","21780","10","5394","있음","1,2,10,11","369984","170633","180547","높음","0.975","0.025","0.9","62315","329","122","12","0","0.1852","0.1111","0.7037","152","103","8"
"X","bcbg트렌치코트","패션의류>여성의류>코트","O","O","7.87","460","503","0.0935","629","606","-0.0366","4896","3","1482","있음","3,10","3622","3","144311","높음","1","0","0.9","226729","1","1","0","0","0","0","1","1","1","0"
"X","여자트렌치코트","패션의류>여성의류>코트","X","X","1057.69","610","617","0.0115","824","654","-0.2063","12116","3","4084","있음","2,3,10","645193","244895","214363","높음","0.875","0.125","0.775","45894","552","194","15","0.1389","0.25","0.0833","0.5278","128","73","7"
"X","온앤온트렌치코트","패션의류>여성의류>코트","O","O","0.42","1090","952","-0.1266","1790","1652","-0.0771","8259","3","3337","있음","3","461","3","180679","높음","0.975","0.025","0.575","172255","403","135","12","0.0938","0.0625","0.5313","0.3125","204","43","20"
"X","노카라코트","패션의류>여성의류>코트","X","O","51.14","570","1709","1.9982","862","5679","5.5882","23265","1","5301","있음","1,2,11,12","29151","13335","224410","중간","0.975","0.025","0.525","75524","115","75","4","0.1111","0.2222","0.1481","0.5185","22","12","2"
"X","막스마라템페라","패션의류>여성의류>코트","O","O","0.23","1300","1864","0.4338","2427","44842","17.4763","15185","12","10308","있음","12","303","76","1169317","높음","0.525","0.475","0.375","631222","0","0","0","1","0","-0.0556","0.0556","0","0","0"
"X","샤틴코트","패션의류>여성의류>코트","O","O","9.09","630","1499","1.3794","977","5559","4.6899","14919","1","3307","있음","1,2,11,12","5729","390","204895","높음","1","0","0.825","136402","2","1","0","0","0","0.4815","0.5185","1","1","0"
"X","카멜코트","패션의류>여성의류>코트","O","O","46.79","1300","3885","1.9885","2508","23457","8.3529","52472","12","14544","있음","1,11,12","60832","26714","1068465","높음","0.875","0.125","0.675","135255","47","10","1","0.1481","0.0741","0.5185","0.2593","17","10","2"
"X","바바리코트","패션의류>여성의류>코트","X","O","15.55","2840","4056","0.4282","3958","6132","0.5493","38443","3","9653","있음","3,4,10","44167","15340","102483","높음","0.975","0.025","0.5","50487","840","131","31","0.037","0.2963","0.2222","0.4444","209","49","17"
